lambda_dg, mean_source_macro_f1_pct, source_domain_separability_pct, target_macro_f1_pct
      0.1,       92.68930657076005 ,             81.3953488372093  , 72.63320192631406
      1.0,       91.55858164697217 ,             80.06644518272425 , 72.36524813682419
     10.0,       16.055937016648585,             48.837209302325576,  7.8374056399639835
